,Corr,p-value
ccsp,0.005370652004749425,0.01747508772350181
itilv,0.005370652004749431,0.01747508772350181
opentext,0.005370652004749444,0.01747508772350181
doe,0.005371645627779628,0.017454271107793046
anlayst,0.005376568697533688,0.017351452151360053
prague,0.005383970243303664,0.01719786947903589
pway,0.005385443736710099,0.017167437098906384
oslo,0.0053863682638866685,0.017148366766706398
be,0.005389442651940383,0.017085084585689844
hp,0.005393460559248572,0.017002690237001076
supplier,0.005398593622790713,0.01689793503703852
middlesex,0.005400342016540357,0.016862383497681526
self,0.005405560696118308,0.016756657907636155
hat,0.005405826023930485,0.01675129819360418
rbi,0.005405826023930487,0.01675129819360418
vod,0.00541128060951109,0.016641446691252105
ipmo,0.005411557615032161,0.01663588491246392
multitier,0.005411684059144751,0.016633346682150173
launch,0.0054151106757073224,0.016564690376487716
wildfire,0.005416715508258837,0.016532621327413618
cocoa,0.005416983798449186,0.016527265461303658
falmouth,0.005422886779436762,0.01640980949953791
grain,0.0054568836078832715,0.015747518374182142
managerfmcg,0.00546311444804792,0.01562871849145063
engineerwatermanchester,0.0054663023532828744,0.015568241985973319
dnn,0.00546630235328289,0.015568241985972018
infectious,0.005466302353282892,0.015568241985972018
tenporary,0.005466302353282895,0.015568241985972018
peterbrough,0.005466302353282896,0.015568241985972018
wirh,0.005466302353282896,0.015568241985972018
callmanager,0.00546630235328291,0.015568241985972018
loyalty,0.005469659584861158,0.015504775960402247
radiological,0.0054769018448997935,0.015368641138299971
reverse,0.005479752801017821,0.015315340202878423
med,0.0054797893764964795,0.015314657453060211
geology,0.005481159117025449,0.01528910797222748
biopharmaceuticals,0.005481442077134696,0.015283834656311737
grimsby,0.005484812086502522,0.015221153305125955
jsp,0.005494117631082983,0.015049246377337452
mexborough,0.00550063301988256,0.014929903736994347
wrap,0.005507632977689645,0.014802615092298502
mena,0.005511913044973624,0.014725257494261984
hiv,0.00551467402975354,0.014675544936556782
nx,0.005515475610426433,0.014661139915683779
stjylland,0.005533938890464304,0.014332772632831847
dkk,0.005533938890464304,0.014332772632831847
lims,0.005538949321624951,0.01424478930459028
magnolia,0.0055431620546254,0.014171182675056975
impairment,0.005544099087587692,0.014154856142869612
alfresco,0.005547554446134336,0.014094794553395684
womenswear,0.005551988758389995,0.014018046216892047
asm,0.005555548654257518,0.013956699304384874
peru,0.005555972004849133,0.013949419586500063
stellar,0.005555972004849133,0.013949419586500063
electomechanical,0.005555972004849133,0.013949419586500063
nondom,0.005555972004849133,0.013949419586500063
snrmanager,0.005555972004849139,0.013949419586500063
iwocs,0.005555972004849147,0.013949419586500063
plug,0.005555972004849149,0.013949419586500063
abandonment,0.005555972004849149,0.013949419586500063
solace,0.005555972004849154,0.013949419586500063
mdg,0.005555972004849159,0.013949419586500063
directorgrow,0.005555972004849165,0.013949419586500063
hunterston,0.005556612471933535,0.013938412816548887
spec,0.005563823130471008,0.01381502184682761
gcc,0.005566072857509284,0.013776721755176807
greater,0.005566186751866398,0.013774785276268948
networking,0.005572502385415729,0.013667779793082523
genesys,0.005573189631199507,0.013656180230873645
norway,0.005583142197127505,0.013489169673424334
multinational,0.005585935731618941,0.013442617891007322
1218,0.005589277875430898,0.013387110591882344
invest,0.005592527984159154,0.01333332621584484
bwpnb,0.005592753994872816,0.01332959319358963
developerscrum,0.005592844575130725,0.013328097337513833
configurator,0.00559284457513075,0.013328097337513833
homebuyers,0.005592844575130772,0.013328097337513833
aroma,0.005592844575130781,0.013328097337513833
techconsultancy,0.005592844575130791,0.013328097337513833
pureapps,0.0055928445751307985,0.013328097337513833
etrade,0.0055928445751308,0.013328097337513833
aerodynamics,0.005592844575130825,0.013328097337318877
tableau,0.0055928445751308314,0.013328097337318877
acquisiton,0.0055928445751308635,0.013328097337318877
diagnostics,0.005598953785268975,0.013227550775634582
simcorp,0.005602984522170321,0.013161579873544193
mx,0.0056042311410591916,0.013141235502288651
italy,0.005604264295230719,0.013140694818201454
bridge,0.005604887560545493,0.013130534153383068
vpn,0.005605743502421518,0.013116591645045807
doctrine,0.005620021755967882,0.01288593503664857
enduser,0.005620021755967895,0.01288593503664857
chaid,0.0056200217559679005,0.01288593503664857
spacecraft,0.005620021755967903,0.01288593503664857
proclaim,0.005620021755967909,0.01288593503664857
developerdb,0.005620021755967911,0.01288593503664857
contractfinance,0.005620021755967915,0.01288593503664857
rsl,0.0056200217559679196,0.01288593503664857
ran,0.005620021755967921,0.01288593503664857
erection,0.005620021755967922,0.01288593503664857
bigdata,0.005620021755967923,0.01288593503664857
slr,0.005620021755967925,0.01288593503664857
supportlondon,0.005620021755967925,0.01288593503664857
wiltshere,0.005620021755967929,0.01288593503664857
utm,0.005634166944244294,0.012660974022309847
dependability,0.005634166944244299,0.012660974022309847
simulation,0.005635472998069865,0.012640379277030522
pki,0.0056381347041273705,0.012598499466703576
therapy,0.005653196312756221,0.01236382341436562
pfi,0.005662084716886872,0.012227156627962286
etc,0.0056672246338424995,0.012148738320011678
forecasting,0.0056779766416735055,0.011986137730671994
method,0.005680863009691634,0.011942817512628136
nice,0.005681278375923043,0.011936594903782953
hydroelectric,0.005684071507086642,0.011894825562584178
coherence,0.005685236438283711,0.011877443156772425
dach,0.005692210856093352,0.011773845399354202
modernisation,0.005692268144517438,0.011772997768454255
quick,0.005692268144517447,0.011772997768454255
clearing,0.005692268144517464,0.011772997768282266
bsa,0.0056968814573104265,0.011704917279454047
infotainment,0.0057061887271818,0.011568628357808057
driveline,0.0057098556907214885,0.01151531988115035
ri,0.005709912979145604,0.011514488783316177
budget,0.00571243325667687,0.01147797910731131
durability,0.0057126055350791086,0.01147548717421038
iso27001,0.005712612549989667,0.011475385716718849
ep,0.005720912356576186,0.011355900883010363
fostering,0.005729147410718258,0.01123844114358746
virgin,0.005731808823890549,0.011200711743682349
olap,0.005733049437785301,0.011183162711301688
dam,0.005733419231084312,0.011177936548096604
benelux,0.005735291156522037,0.01115151452800962
petroleum,0.0057392446522937365,0.011095893601898358
fig,0.005740445303765599,0.011079050737012729
engin,0.005740445303765601,0.011079050737012729
developmnt,0.0057404453037656206,0.011079050737012729
institution,0.005746269838381116,0.010997665476286106
mids,0.005747309682025053,0.010983191926013573
defect,0.005755285411046569,0.01087273963210208
locality,0.005757167089115433,0.010846825489397144
radiographer,0.005761032575263485,0.010793762850446288
essbase,0.005764909620486584,0.01074077345639404
elite,0.005767862268197722,0.010700573506695824
mov,0.0057737411586529395,0.010620931259453166
pscm,0.005773741158652941,0.010620931259453166
warfare,0.0057773506750074385,0.010572294176871604
stockbroker,0.005784993517616429,0.010469962615005022
anglia,0.005788894329602518,0.010418074275060009
soc,0.00579321649833851,0.010360848401145548
m2m,0.0058007151313717,0.010262229237298715
businessobjects,0.005812171009324166,0.010113178839900374
cogno,0.005812171009324166,0.010113178839900374
tick,0.00581929522011327,0.010021462031929456
pci,0.005821156515516275,0.009997622174581798
ttcn,0.005821479162370911,0.009993494787722745
engineerwaterbristolcontract,0.0058283532459125886,0.009905919503498865
designate,0.005832503058168447,0.009853382789155967
insurer,0.0058407751030772805,0.009749398633784307
il,0.005864188838489239,0.009460357073351484
midsenior,0.005864188838489272,0.009460357073351484
estimatormajor,0.005864585349109797,0.009455528686668225
camel,0.005864585349109857,0.009455528686668225
knutsford,0.005875161352799104,0.009327551153446616
highfrequency,0.0058762207604429175,0.009314817077167062
risky,0.005876220760442932,0.009314817077167062
gree,0.005876220760442938,0.009314817077167062
programmecyber,0.005876220760442938,0.009314817077167062
programmemanager,0.00587622076044294,0.009314817077167062
holbrook,0.005876220760442941,0.009314817077167062
afom,0.005876220760442943,0.009314817077167062
sald,0.0058762207604429436,0.009314817077167062
pqeinvestment,0.005876220760442946,0.009314817077167062
hydrocarbon,0.005876220760442946,0.009314817077167062
engineertechical,0.005876220760442947,0.009314817077167062
pit,0.005876220760442947,0.009314817077167062
bgc,0.005876220760442947,0.009314817077167062
hedgefun,0.005876220760442951,0.009314817077167062
architectpci,0.005876220760442951,0.009314817077167062
withprofits,0.005876220760442952,0.009314817077167062
merchanding,0.005876220760442955,0.009314817077167062
conceptor,0.005876220760442955,0.009314817077167062
syd,0.005876220760442959,0.009314817077167062
leveltechnical,0.005876220760442959,0.009314817077167062
analystjnrmid,0.005876220760442959,0.009314817077167062
bddir,0.005876220760442959,0.009314817077167062
unicomms,0.005876220760442963,0.009314817077167062
ghp,0.005876220760442964,0.009314817077167062
engli,0.005876220760442971,0.009314817077167062
background,0.005906147685124287,0.008961444381621416
ole,0.0059097848978483655,0.0089193230835623
sweden,0.005910637098916975,0.008909479644228639
revolutionary,0.005921421840987046,0.008785745075092598
malaysia,0.00592174853490681,0.008782020956685014
exploitation,0.005925341953273719,0.008741151085435488
ct,0.005928403606916476,0.008706463445333759
adhoc,0.005934352128896575,0.008639419935375842
valley,0.005936037856171717,0.008620504851330603
orthopaedics,0.005941375905804783,0.008560852029742811
airwave,0.005958204441874957,0.008375200997644175
baan,0.005963136669806194,0.008321475749221425
reduction,0.0059634989908382095,0.008317541280562231
nicu,0.005966525564840666,0.008284740466165648
funding,0.005972967293790035,0.008215312572756159
manage,0.005981624156185183,0.00812283046209704
scope,0.005987945740735507,0.0080558862365043
petrel,0.005988009790977264,0.008055210493257216
somerse,0.005991397710299971,0.008019539505511781
nurseitu,0.005991397710300014,0.008019539505511781
electronic,0.005997779619545079,0.007952729107692546
seating,0.005998177170140398,0.007948583803012091
cucmber,0.006004320262680462,0.007884774601486334
aura,0.006004320262680479,0.007884774601486334
outcome,0.006004689088522974,0.007880958194927389
blacberry,0.006013136972218313,0.007793995924467248
avionic,0.006013576260243147,0.007789497512617801
spain,0.006015895561935399,0.007765785862299533
belgium,0.006017120418871763,0.00775328950984658
pharmacist,0.006018743149304957,0.007736761684166962
rotating,0.006019505690693335,0.007729005961113401
hand,0.006020167494063972,0.007722280481247991
epc,0.006020442177486696,0.007719490591545705
adobe,0.0060238536801961885,0.007684916022280926
ehv,0.006045655284837893,0.007467221960427681
rmds,0.0060457458650957615,0.007466329151275295
lombardi,0.006045745865095784,0.007466329151275295
positioning,0.006045745865095788,0.007466329151275295
frics,0.006045745865095796,0.007466329151275295
110k,0.006045745865095797,0.007466329151275295
tunneling,0.006045745865095889,0.007466329151274751
cpd,0.006045745865095895,0.007466329151274751
refinery,0.006064585612856379,0.007282701643115889
crash,0.006065863406899869,0.007270395221657471
afcila,0.006067724414282889,0.007252505257787976
queensland,0.006070371743692279,0.007227124404479913
manangement,0.006081179964022966,0.007124327375928316
subproject,0.006081179964022971,0.007124327375928316
steriles,0.006081179964022976,0.007124327375928316
cocoordina,0.006081179964022978,0.007124327375928316
optomechanical,0.006093142271789668,0.00701208581213135
tribunal,0.006096551904291451,0.006980385602381219
bp,0.00610484057871651,0.006903859826215967
berlin,0.006108787364246197,0.00686768641681417
deck,0.0061119238445599775,0.006839061216989521
ml,0.006112273446037857,0.006835877216364812
coldfusion,0.006113288364427181,0.006826641377222562
cbd,0.00611435773510247,0.006816922150593613
dws,0.00611435773510247,0.006816922150593613
approv,0.00611435773510247,0.006816922150593613
automated,0.0061145776408119325,0.006814925027853684
slt,0.006118494019950838,0.006779445509367799
powertrain,0.006120212280296579,0.006763931791865055
taxation,0.0061213955438217844,0.00675326697784691
tm,0.006122829664647915,0.006740361434799542
ror,0.006131622909001969,0.00666171520707093
fsregulatory,0.006132419764917983,0.006654629106717077
kingstonupon,0.006148071345164715,0.006516813128559847
function,0.0061622721672193945,0.006393998444542075
restorative,0.006162376952824802,0.006393100007742693
kuwait,0.006162833924933022,0.0063891832345312665
aix,0.006165650833110878,0.006365086755077595
eng,0.006173587810455713,0.006297631253388098
maersk,0.006196469516036712,0.006106748711277017
litigaton,0.006196469516036723,0.006106748711277017
governmental,0.006196469516036725,0.006106748711277017
advancement,0.006196469516036725,0.006106748711277017
canny,0.00619646951603673,0.006106748711277017
tubing,0.006196469516036733,0.006106748711277017
thru,0.006196469516036733,0.006106748711277017
audiometrist,0.006196469516036735,0.006106748711277017
cpg,0.006196469516036739,0.006106748711277017
kiid,0.006196469516036746,0.006106748711277017
sox,0.0062038700102228315,0.006046137356834376
trim,0.006210585470498013,0.0059916061367637045
clearance,0.006210773525502164,0.005990085481756307
scsm,0.006213780726506348,0.005965815775351531
compiler,0.006223310433892368,0.005889490178105848
jdbc,0.006226829967136069,0.005861524741007206
